name,lat,lng,desc,link,type,country_en
马来西亚 - 姆鲁山国家公园,4.1333300000,114.9166700000,"位于沙捞越州婆罗洲岛的姆鲁山国家公园因其高度的生物多样性和喀斯特特征而具有重要意义，是世界上研究最多的热带喀斯特地区。公园占地 52,864 公顷，包含 17 个植被区，展示约 3,500 种维管束植物。其棕榈树种类极其丰富，有20属109种。公园的主体建筑是姆鲁山 (Gunung Mulu)，这是一座高达 2,377 米的砂岩尖峰。至少 295 公里的已探索洞穴提供...",https://whc.unesco.org/en/list/1013,nature,Malaysia
马来西亚 - 玲珑谷考古遗产,5.0679083333,100.9723277778,该遗产地坐落在郁郁葱葱的冷宫谷，包括两个群中的四个考古遗址，时间跨度近 200 万年，是单个地点最长的早期人类记录之一，也是非洲大陆以外最古老的记录。它以露天和洞穴遗址为特色，其中有旧石器时代的工具作坊，这是早期技术的证据。在相对封闭的地区发现的遗址数量表明，存在相当大的半定居人口，其文化遗存来自...,https://whc.unesco.org/en/list/1396,building,Malaysia
马来西亚 - 马六甲和乔治城，马六甲海峡的历史名城,2.1916666667,102.2625000000,马六甲和乔治市是马六甲海峡的历史名城，五百多年来，马六甲海峡东西方的贸易和文化交流不断发展。亚洲和欧洲的影响赋予了这些城镇独特的有形和无形的多元文化遗产。马六甲拥有政府大楼、教堂、广场和防御工事，展示了起源于 15 世纪马来苏丹国和葡萄牙人的这段历史的早期阶段...,https://whc.unesco.org/en/list/1223,building,Malaysia
马来西亚 - 尼亚国家公园洞穴群的考古遗产,3.8042916667,113.7807666667,这个由巨大且相互连接的洞穴组成的建筑群位于婆罗洲岛西海岸附近的尼亚国家公园中心。  它包含了人类与雨林互动的最长已知记录，跨越至少 5 万年，从更新世到全新世中期。地块北缘发现的丰富的考古沉积物、史前岩画和船形墓葬展示了这一时期的生物和人类生活，并为人类历史做出了巨大贡献。...,https://whc.unesco.org/en/list/1014,building,Malaysia
马来西亚 - 马来西亚森林研究所 雪兰莪森林公园,3.2292500000,101.6272777778,该矿区位于吉隆坡西北 16 公里处，是一片人造热带雨林，建于 1920 年代退化的锡矿开采土地上。它包括科学、住宅和服务建筑、水体和步道。该场地代表了一项开创性的重新造林工作，成功地将贫瘠的土地转变为成熟的低地热带森林，展示了早期的生态恢复和可持续的土地恢复实践。...,https://whc.unesco.org/en/list/1734,building,Malaysia
马里 - 杰内老城区,13.8902549013,-4.5404433959,"杰内自公元前 250 年起就有人居住，成为市场中心和跨撒哈拉黄金贸易的重要环节。 15、16世纪，这里是伊斯兰教传播中心之一。其传统房屋约有 2,000 座幸存下来，这些房屋建在小丘 (toguere) 上，以抵御季节性洪水。...",https://whc.unesco.org/en/list/116,building,Mali
马里 - 廷巴克图,16.7733333300,-2.9994444440,廷巴克图是著名的可兰经桑科雷大学和其他宗教学校的所在地，是知识和精神之都，也是 15 世纪和 16 世纪伊斯兰教在整个非洲传播的中心。其三座伟大的清真寺：Djingareyber、Sankore 和 Sidi Yahia，让人回想起廷巴克图的黄金时代。尽管这些古迹不断得到修复，但如今仍面临荒漠化的威胁。...,https://whc.unesco.org/en/list/119,building,Mali
马里 - 班贾加拉悬崖（多贡人之地）,14.4049575002,-3.6986554779,班迪亚加拉 (Bandiagara) 遗址拥有悬崖和沙质高原的壮丽景观，还有一些美丽的建筑（房屋、粮仓、祭坛、圣所和 Togu Na（公共聚会场所））。该地区保留着一些古老的社会传统（面具、盛宴、仪式和涉及祖先崇拜的仪式）。地质、考古和民族学兴趣以及景观使班贾加拉高原成为西非最令人印象深刻的景点之一。...,https://whc.unesco.org/en/list/516,mountain,Mali
马里 - 阿斯基亚之墓,16.2898000000,-0.0445600000,阿斯基亚陵墓高 17 米，呈引人注目的金字塔结构，由桑海皇帝阿斯基亚·穆罕默德于 1495 年在其首都加奥建造。它见证了帝国在 15 世纪和 16 世纪通过控制跨撒哈拉贸易（特别是盐和黄金）而繁荣的权力和财富。它也是西非萨赫勒地区不朽的泥浆建筑传统的一个很好的例子。该建筑群包括金字塔形陵墓、两座平顶清真寺建筑、清真寺...,https://whc.unesco.org/en/list/1139,building,Mali
马耳他 - 哈尔萨夫列尼地下室,35.8695900049,14.5068833733,地下墓室是一个巨大的地下结构，大约在公元 1977 年被挖掘出来。公元前 2500 年，使用独眼索具提升巨大的珊瑚石灰岩块。也许最初是一个避难所，但在史前时代它变成了墓地。...,https://whc.unesco.org/en/list/130,building,Malta
马耳他 - 瓦莱塔市,35.9005600000,14.5144400000,马耳他首都与耶路撒冷圣约翰军事和慈善组织的历史有着千丝万缕的联系。它先后被腓尼基人、希腊人、迦太基人、罗马人、拜占庭人、阿拉伯人和圣约翰骑士团统治。瓦莱塔占地 55 公顷，拥有 320 座古迹，使其成为世界上历史最集中的地区之一。...,https://whc.unesco.org/en/list/131,building,Malta
马耳他 - 马耳他的巨石神庙,35.8267376530,14.4367730611,马耳他和戈佐岛上发现了七座巨石神庙，每座都是单独开发的结果。戈佐岛上的两座甘蒂亚神庙以其巨大的青铜时代建筑而闻名。在马耳他岛上，由于建造者可用的资源有限，夏加尔·奇姆 (Hagar Qim)、姆纳吉德拉 (Mnajdra) 和塔尔欣 (Tarxien) 的寺庙都是独特的建筑杰作。塔哈格拉特 (Ta'Hagrat) 和斯科巴 (Skorba) 建筑群展示了马耳他寺庙建筑传统的传承方式。...,https://whc.unesco.org/en/list/132,building,Malta
马绍尔群岛 - 比基尼环礁核试验场,11.6000000000,165.3805555556,第二次世界大战结束后，美利坚合众国决定恢复在太平洋马歇尔群岛比基尼环礁进行核试验，这一举措与冷战的开始密切相关。当地居民流离失所后，从1946年到1958年进行了67次核试验，其中包括第一颗氢弹的爆炸（1952年）。比基尼环礁保存了直接的有形证据，这些证据对于传达核试验的威力非常重要，即。...,https://whc.unesco.org/en/list/1339,building,Marshall Islands
毛里塔尼亚 - 阿尔金湾国家公园,20.2347200000,-16.1088900000,该公园位于大西洋沿岸，由沙丘、沿海沼泽、小岛屿和沿海浅水区组成。恶劣的沙漠环境与海洋生物多样性之间的反差形成了具有突出自然意义的陆地和海洋景观。多种候鸟在此过冬。还可以找到几种海龟和海豚，渔民用它们来吸引鱼群。...,https://whc.unesco.org/en/list/506,nature,Mauritania
毛里塔尼亚 - 瓦丹 (Ouadane)、欣盖提 (Chinguetti)、蒂希特 (Tichitt) 和瓦拉塔 (Oualata) 的古代 <I>Ksour</I>,17.3000000000,-7.0333333333,这些贸易和宗教中心建于 11 世纪和 12 世纪，为穿越撒哈拉的商队提供服务，成为伊斯兰文化的焦点。他们成功地保存了 12 世纪至 16 世纪期间演变的城市结构。通常情况下，带露台的房屋聚集在带有方形尖塔的清真寺周围的狭窄街道上。它们展示了以西撒哈拉人民游牧文化为中心的传统生活方式。...,https://whc.unesco.org/en/list/750,building,Mauritania
毛里求斯 - 阿普拉瓦西河坛,-20.1586388889,57.5031666666,"在路易港区，有一个 1,640 平方米的场地，是现代契约劳工侨民开始的地方。 1834年，英国政府选择毛里求斯岛作为其所谓的利用“自由”劳动力取代奴隶的“伟大实验”的第一个地点。 1834 年至 1920 年间，近 50 万契约劳工从印度抵达阿普拉瓦西加特 (Aapravasi Ghat)，在毛里求斯的甘蔗种植园工作，或转移到澳大利亚留尼汪岛、南部和复活节...",https://whc.unesco.org/en/list/1227,building,Mauritius
毛里求斯 - 莫纳山文化景观,-20.4519444444,57.3283333333,莫纳山文化景观是毛里求斯西南部一座突入印度洋的崎岖山脉，在 18 世纪和 19 世纪初期一直被逃亡奴隶和逃亡者用作避难所。在山上孤立、树木茂盛、几乎难以接近的悬崖的保护下，逃亡的奴隶在山洞和莫纳山山顶形成了小型定居点。与栗色人相关的口头传统使莫纳山成为奴隶争取自由、他们的权利的象征。...,https://whc.unesco.org/en/list/1259,building,Mauritius
墨西哥 - 西安卡安,19.3833300000,-87.7916700000,在曾经居住在该地区的玛雅人的语言中，Sian Ka'an 的意思是“天空的起源”。该生物圈保护区位于尤卡坦半岛东海岸，拥有热带森林、红树林和沼泽，以及被堡礁贯穿的大片海洋区域。它为包括 300 多种鸟类在内的极其丰富的动植物群以及大量该地区特有的陆生脊椎动物提供了栖息地。...,https://whc.unesco.org/en/list/410,nature,Mexico
墨西哥 - 帕伦克前西班牙城市和国家公园,17.4833300000,-92.0500000000,帕伦克是古典时期玛雅圣地的典型例子，在公元 500 年至 700 年之间达到鼎盛，当时其影响遍及整个乌苏马辛塔河流域。建筑物的优雅和工艺，以及以玛雅神话为主题的浮雕的轻盈，证明了这个文明的创造天才。...,https://whc.unesco.org/en/list/411,building,Mexico
墨西哥 - 墨西哥城和霍奇米尔科历史中心,19.2206630000,-98.9643930000,墨西哥城于 16 世纪由西班牙人在阿兹特克古都特诺奇蒂特兰的废墟上建立，现在是世界上最大、人口最稠密的城市之一。这里有五座阿兹特克神庙（其遗址已被确定）、一座大教堂（非洲大陆最大的大教堂）和一些精美的 19 世纪和 20 世纪公共建筑，例如美术宫。霍奇米尔科位于墨西哥城以南 28 公里处。凭借其运河网络和人工岛屿，它证明了...,https://whc.unesco.org/en/list/412,building,Mexico
墨西哥 - 前西班牙裔城市特奥蒂瓦坎,19.6916700000,-98.8416700000,圣城特奥蒂瓦坎（“众神创造的地方”）位于墨西哥城东北约 50 公里处。它建于公元 1 世纪至 7 世纪之间，其标志性建筑规模巨大，尤其是羽蛇神神庙以及太阳金字塔和月亮金字塔，均按照几何和象征原则布局。作为中美洲最强大的文化中心之一，特奥蒂瓦坎将其文化和艺术影响力扩展到整个地区，...,https://whc.unesco.org/en/list/414,building,Mexico
墨西哥 - 瓦哈卡历史中心和阿尔班山考古遗址,17.0463230000,-96.7681330000,"1,500 年来，奥尔梅克人、萨波特克人和米斯特克人等一系列民族在此居住，阿尔班山的梯田、水坝、运河、金字塔和人造土丘实际上是从山上雕刻出来的，是神圣地形的象征。附近的瓦哈卡市呈网格状建造，是西班牙殖民时期城镇规划的一个很好的例子。城市建筑的坚固性和体积表明它们适应了地震多发地区的需要。...",https://whc.unesco.org/en/list/415,building,Mexico
墨西哥 - 普埃布拉历史中心,19.0459670000,-98.1977690000,普埃布拉始建于 1531 年，位于墨西哥城以东约 100 公里处，波波卡特佩特火山脚下。它保留了宏伟的宗教建筑，如 16 至 17 世纪的大教堂和精美的建筑，如老大主教的宫殿，以及许多墙壁上铺有瓷砖 (azulejos) 的房屋。欧洲和美国风格融合产生的新审美观念被当地采用，是普埃布拉巴洛克地区特有的。...,https://whc.unesco.org/en/list/416,building,Mexico
墨西哥 - 瓜纳华托古镇及邻近矿山,21.0169400000,-101.2555600000,瓜纳华托由西班牙人于 16 世纪初建立，在 18 世纪成为世界领先的银矿开采中心。这段历史可以在“地下街道”和“Boca del Inferno”（一个深达 600 m 的矿井）中看到。由于矿山的繁荣，该镇精美的巴洛克和新古典主义建筑影响了整个墨西哥中部的建筑。 La Compañía 和 La Valenciana 的教堂被认为是最美丽的教堂之一...,https://whc.unesco.org/en/list/482,building,Mexico
墨西哥 - 前西班牙裔城市奇琴伊察,20.6827390000,-88.5686540000,这个圣地是尤卡坦半岛最伟大的玛雅中心之一。在近1000年的历史中，不同的民族在这座城市留下了自己的印记。玛雅人和托尔特克人对世界和宇宙的看法在他们的石碑和艺术作品中得到了体现。玛雅建筑技术与墨西哥中部的新元素的融合使奇琴伊察成为尤卡坦州玛雅-托尔特克文明最重要的例子之一。几栋建筑幸存下来...,https://whc.unesco.org/en/list/483,building,Mexico
墨西哥 - 埃尔比斯开诺鲸鱼保护区,26.9786100000,-113.1649030000,该保护区位于下加利福尼亚半岛的中部，拥有一些非常有趣的生态系统。奥霍德利布尔和圣伊格纳西奥的沿海泻湖是灰鲸、斑海豹、加州海狮、北象海豹和蓝鲸的重要繁殖和越冬地。泻湖也是四种濒临灭绝的海龟的家园。...,https://whc.unesco.org/en/list/554,nature,Mexico
墨西哥 - 帕基梅考古区，卡萨斯格兰德斯,30.3671280000,-107.9481220000,帕基梅，卡萨斯格兰德斯在 14 世纪和 15 世纪达到顶峰，在美国西南部和墨西哥北部的普韦布洛文化与中美洲更先进的文明之间的贸易和文化交流中发挥了关键作用。大量的遗迹（仅部分被挖掘出来）清楚地证明了一种文化的活力，这种文化完全适应了其自然和经济环境，但在西班牙统治时期突然消失了。...,https://whc.unesco.org/en/list/560,building,Mexico
墨西哥 - 莫雷利亚历史中心,19.7009270000,-101.1903760000,莫雷利亚建于 16 世纪，是城市规划的杰出典范，它将西班牙文艺复兴时期的理念与中美洲的经验相结合。与山坡相适应，街道仍沿袭原有布局。 200 多座历史建筑全部采用该地区特有的粉红色石材建造，反映了该镇的建筑历史，展现了中世纪精神与文艺复兴、巴洛克和新古典主义元素的巧妙而折衷的融合。莫雷尔...,https://whc.unesco.org/en/list/585,building,Mexico
墨西哥 - 埃尔塔金，前西班牙城市,20.4460950000,-97.3776420000,埃尔塔金位于韦拉克鲁斯州，在 9 世纪初至 13 世纪初处于鼎盛时期。特奥蒂瓦坎帝国灭亡后，它成为中美洲东北部最重要的中心。其文化影响遍及整个海湾，并渗透到玛雅地区和墨西哥中部的高原。其建筑在中美洲是独一无二的，其特点是柱子和楣上精美的雕刻浮雕。 “利基金字塔”，masterpi...,https://whc.unesco.org/en/list/631,building,Mexico
墨西哥 - 萨卡特卡斯历史中心,22.7754840000,-102.5735310000,萨卡特卡斯在发现丰富的银矿后于 1546 年建立，并在 16 世纪和 17 世纪达到了繁荣的顶峰。该镇建在狭窄山谷的陡坡上，景色令人惊叹，还有许多古老的宗教和民用建筑。大教堂建于 1730 年至 1760 年间，占据镇中心的主导地位。它以其和谐的设计和巴洛克风格的丰富外墙而闻名，其中欧洲和本土的装饰元素随处可见...,https://whc.unesco.org/en/list/676,building,Mexico
墨西哥 - 旧金山山脉的岩画,27.6269630000,-113.0204270000,来自c。公元前100年到公元 1300 年，旧金山山脉（位于下加利福尼亚州埃尔比斯开诺保护区）曾是一个民族的家园，该民族现已消失，但留下了世界上最杰出的岩画收藏之一。由于气候干燥且交通不便，它们保存得非常完好。这些画作展示了人物和许多动物物种，并说明了人类与环境之间的关系，揭示了高度复杂的...,https://whc.unesco.org/en/list/714,building,Mexico
墨西哥 - 乌斯马尔前西班牙小镇,20.1725340000,-89.5786740000,"位于尤卡坦州的玛雅城镇乌斯马尔于公元 1977 年建立。公元 700 年，约有 25,000 名居民。这些建筑的布局可以追溯到 700 至 1000 年之间，揭示了天文学知识。西班牙人称之为占卜者金字塔，它占据了仪式中心的主导地位，这里有精心设计的建筑，装饰着大量象征性图案和描绘雨神恰克的雕塑。乌斯马尔、卡巴、拉布纳和萨伊勒的仪式场所被认为是最高点...",https://whc.unesco.org/en/list/791,building,Mexico
墨西哥 - 克雷塔罗历史古迹区,20.5932920000,-100.3921350000,古老的殖民城镇克雷塔罗的不同寻常之处在于，它保留了西班牙征服者的几何街道规划，与印第安人居住区的曲折小巷并排。奥托米族、塔拉斯科族、奇奇梅卡族和西班牙人在该镇和平共处，该镇以 17 世纪和 18 世纪黄金时代的许多华丽的民用和宗教巴洛克纪念碑而闻名。...,https://whc.unesco.org/en/list/792,building,Mexico
墨西哥 - 瓜达拉哈拉卡瓦尼亚斯福利院,20.6768880000,-103.3377980000,Hospicio Cabañas 建于 19 世纪初，旨在为孤儿、老人、残疾人和慢性病患者等弱势群体提供护理和庇护。这座非凡的建筑群融合了一些专为满足居住者需求而设计的不寻常功能，在当时是独一无二的。它还以开放空间和建筑空间之间的和谐关系、设计的简洁性和规模而闻名。 20世纪初，教堂...,https://whc.unesco.org/en/list/815,building,Mexico
墨西哥 - 特拉科塔尔潘历史古迹区,18.6134590000,-95.6586760000,特拉科塔潘是墨西哥湾沿岸的西班牙殖民河港，建于 16 世纪中叶。它在很大程度上保留了原有的城市肌理，宽阔的街道、风格和色彩丰富的柱廊房屋，以及公共开放空间和私人花园中许多成熟的树木。...,https://whc.unesco.org/en/list/862,building,Mexico
墨西哥 - 坎佩切古城,19.8463900000,-90.5372200000,坎佩切是新世界西班牙殖民时期港口城镇的典型例子。这座历史中心保留了其外墙和防御工事系统，旨在保护这个加勒比海港口免受海上袭击。...,https://whc.unesco.org/en/list/895,building,Mexico
墨西哥 - 霍奇卡尔科考古古迹区,18.8039720000,-99.2963900000,霍奇卡尔科 (Xochicalco) 是保存得极为完好的一个例子，它是 650 年至 900 年动荡时期的政治、宗教和商业中心，当时是特奥蒂瓦坎、阿尔班山、帕伦克和蒂卡尔等中美洲大国解体后的时期。...,https://whc.unesco.org/en/list/939,building,Mexico
墨西哥 - 克雷塔罗塞拉戈尔达方济会传教团,21.1639730000,-99.1917570000,塞拉戈达的五个方济会传教所建于18世纪中叶墨西哥内陆皈依基督教的最后阶段，成为加利福尼亚州、亚利桑那州和德克萨斯州继续传福音的重要参考。装饰华丽的教堂外墙特别引人注目，因为它们代表了传教士和印第奥人共同创造的例子。传教区周围的农村定居点保留了它们的特色...,https://whc.unesco.org/en/list/1079,building,Mexico
墨西哥 - 路易斯·巴拉甘故居及工作室,19.4111978833,-99.1923533395,"建筑师路易斯·巴拉甘 (Luis Barragán) 位于墨西哥城郊区的住宅和工作室建于 1948 年，是二战后建筑师创造性工作的杰出典范。这座混凝土建筑总面积1,161平方米，由底层和上两层组成，还有一个小型私人花园。巴拉甘的作品将现代与传统的艺术以及乡土潮流和元素融为一体，产生了巨大的影响，特别是在当代...",https://whc.unesco.org/en/list/1136,building,Mexico
墨西哥 - 龙舌兰景观和龙舌兰酒的古代工业设施,20.6833305556,-103.8166666670,"这片占地 34,658 公顷的场地位于龙舌兰火山山麓和里奥格兰德河深谷之间，是广阔的蓝色龙舌兰景观的一部分，该植物的文化塑造了该植物的文化，该植物自 16 世纪以来一直用于生产龙舌兰酒，并在至少 2,000 年来用于制作发酵饮料和布料。景观中的酿酒厂反映了 19 世纪和 20 世纪国际龙舌兰酒消费的增长。如今，龙舌兰文化被视为...",https://whc.unesco.org/en/list/1209,building,Mexico
墨西哥 - 墨西哥国立自治大学 (UNAM) 中央大学城校区,19.3322222222,-99.1880555555,墨西哥国立自治大学 (UNAM) 中央大学城校区的建筑群、体育设施和开放空间由 60 多名建筑师、工程师和艺术家参与该项目于 1949 年至 1952 年间建造。因此，该校园成为 20 世纪现代主义的独特典范，融合了城市主义、建筑、工程、景观设计和美术，并参考了当地传统，尤其是墨西哥前西班牙时期的传统。...,https://whc.unesco.org/en/list/1250,building,Mexico
墨西哥 - 圣米格尔保护城镇和阿托托尼尔科耶稣拿撒勒圣殿,20.9144444444,-100.7463888889,这座设防城镇最初建于 16 世纪，是为了保护内陆的皇家路线，在 18 世纪达到顶峰，当时许多杰出的宗教和市政建筑都是按照墨西哥巴洛克风格建造的。其中一些建筑是从巴洛克风格向新古典主义风格过渡过程中演变而来的风格杰作。耶稣会圣所距离城镇 14 公里，其历史也可追溯至 18 世纪，是巴洛克艺术和建筑的最佳典范之一。...,https://whc.unesco.org/en/list/1274,building,Mexico
墨西哥 - 帝王蝶生物圈保护区,19.3691666667,-100.2602777778,"这个生物圈占地 56,259 公顷，位于墨西哥城西北约 100 公里处崎岖的森林山脉内。每年秋天，数百万甚至十亿只蝴蝶从北美广大地区返回，聚集在森林保护区的小片区域，将树木染成橙色，并在它们的集体重量下压弯了树枝。春天，这些蝴蝶开始为期 8 个月的迁徙，一路往返于加拿大东部，在此期间，连续四只蝴蝶...",https://whc.unesco.org/en/list/1290,nature,Mexico
墨西哥 - 卡米诺皇家德蒂拉阿登特罗,19.4333180000,-99.1329430000,Camino Real de Tierra Adentro 是皇家内陆路，也称为银色之路。该列入名录的遗产由 55 个遗址和 5 个现有世界遗产遗址组成，位于这条 2600 公里路线中 1400 公里的路段上，该路线从墨西哥城向北延伸至美国得克萨斯州和新墨西哥州。从 16 世纪中叶到 19 世纪，这条路线被积极用作贸易路线 300 年，主要用于运输从萨卡特卡斯、瓜纳华托和萨萨诸塞州矿山开采的白银。...,https://whc.unesco.org/en/list/1351,building,Mexico
墨西哥 - 瓦哈卡中央山谷的亚古尔和米特拉史前洞穴,16.9508333333,-96.4211111111,该遗产位于瓦哈卡州亚热带中部特拉科卢拉山谷的北坡，由两个前西班牙考古建筑群以及一系列史前洞穴和岩石庇护所组成。其中一些庇护所提供了考古和岩石艺术证据，证明游牧狩猎采集者向早期农民的发展。 Guilá Naquitz 的一个洞穴里有一万年历史的葫芦科种子，被认为是该大陆驯化植物的最早已知证据，...,https://whc.unesco.org/en/list/1352,building,Mexico
墨西哥 - El Pinacate 和 Gran Desierto de Altar 生物圈保护区,32.0000000000,-113.9166666667,"占地 714,566 公顷的场地由两个不同的部分组成：东边是休眠火山皮纳卡特盾，有黑色和红色熔岩流和沙漠路面，西边是格兰阿尔塔沙漠，沙丘不断变化，沙丘高度可达 200 米。这种对比鲜明的景观以线性沙丘、星形沙丘和圆顶沙丘以及几个干旱的花岗岩山体为特色，有些高达 650 米。沙丘像沙海中的岛屿一样浮现，港口清晰可见...",https://whc.unesco.org/en/list/1410,nature,Mexico
墨西哥 - 加利福尼亚湾的岛屿和保护区,20.6980710000,-105.5863500000,该地点由位于墨西哥东北部加利福尼亚湾的 244 个岛屿、小岛和沿海地区组成。科尔特斯海及其岛屿被称为研究物种形成的天然实验室。此外，地球海洋中发生的几乎所有主要海洋过程都存在于该地区，这使其对于研究具有非凡的重要性。该地点是由崎岖的岛屿和高耸的悬崖形成的引人注目的自然美景之一...,https://whc.unesco.org/en/list/1182,nature,Mexico
墨西哥 - 玛雅古城和坎佩切州卡拉克穆尔热带森林保护区,18.0530277778,-89.7372833333,该遗址位于墨西哥南部尤卡坦半岛的中/南部，包括重要的玛雅城市卡拉克穆尔的遗迹，位于巴哈斯热带森林深处。十二个多世纪以来，这座城市在该地区的历史中发挥了关键作用，其保存完好的建筑为特色，生动地展现了玛雅古都首都的生活。该地产还属于第三大中美洲生物多样性热点地区...,https://whc.unesco.org/en/list/1061,mountain,Mexico
墨西哥 - Padre Tembque 水力系统渡槽,19.8352777778,-98.6625666667,这座 16 世纪的渡槽位于墨西哥中部高原的墨西哥州和伊达尔戈州之间。这一遗产运河系统包括集水区、泉水、运河、配水池和拱形渡槽桥。该场地拥有迄今为止在渡槽中建造的最高的单层拱廊。该液压系统由方济会修道士 Padre Tembleque 发起，并在当地土著社区的支持下建造，是影响力交换的一个例子...,https://whc.unesco.org/en/list/1463,building,Mexico
墨西哥 - 雷维拉吉赫多群岛,18.3563888889,-114.7233333330,该群岛位于东太平洋，由四个偏远岛屿及其周围水域组成：圣贝内迪克托岛、索科罗岛、罗卡帕蒂达岛和克拉里翁岛。这个群岛是水下山脉的一部分，四个岛屿代表了海拔高于海平面的火山山峰。这些岛屿为一系列野生动物提供了重要的栖息地，对海鸟尤其重要。周围水域有大量的大型中上层物种，例如...,https://whc.unesco.org/en/list/1510,nature,Mexico
墨西哥 - 特瓦坎-奎卡特兰山谷：中美洲的原始栖息地,17.9899611111,-97.1871527778,特瓦坎-奎卡特兰山谷是中美洲地区的一部分，是北美生物多样性最丰富的干旱或半干旱地区。它由三个部分组成：萨波蒂特兰-奎卡特兰、圣胡安拉亚和普伦，是仙人掌科多样化的主要中心之一，仙人掌科在全球范围内处于极度濒危状态。该山谷拥有世界上最茂密的柱状仙人掌森林，形成了独特的景观，其中还包括龙舌兰、丝兰和橡树。考古遗迹...,https://whc.unesco.org/en/list/1534,mountain,Mexico
墨西哥 - 波波卡特佩特尔山坡上最早的 16 世纪修道院,18.7839310000,-98.7660200000,波波卡特佩特尔山坡上最早的 16 世纪修道院是一个系列建筑，由 15 个组成部分组成，位于墨西哥莫雷洛斯州、普埃布拉州和特拉斯卡拉州，是墨西哥北部领土福音传播和殖民化的一部分而建造的。它们保存完好，是第一批传教士——方济各会、多明我会和奥古斯丁会——所采用的建筑风格的典范，他们将土著居民转变为基督教徒...,https://whc.unesco.org/en/list/702,building,Mexico
墨西哥 - 维萨里卡路线穿过圣地到达维里库塔 (Tatehuarí Huajuyé),21.5375388889,-105.2999750000,Wixárika 路线是由 20 个站点组成的连续路线，横跨墨西哥中北部的五个州，全长 500 多公里。这条“步道辫子”连接着维萨里卡原住民精神和文化习俗中心的神圣景观。这条路线从惠乔尔山脉 (Huichol Sierra) 出发，通向奇瓦瓦沙漠 (Chihuahuan Desert) 的维里库塔 (Wirikuta)，以及纳亚里特 (Nayarit)、哈利斯科 (Jalisco)、萨卡特卡斯 (Zacatecas)、圣路易斯波托西 (San Luis Potosi) 和杜兰戈 (Durango) 的其他圣地。路线穿越不同生态区域，支持绑定仪式...,https://whc.unesco.org/en/list/1704,building,Mexico
密克罗尼西亚（联邦） - 南马都尔：东密克罗尼西亚仪式中心,6.8397222222,158.3308333333,南马都尔 (Nan Madol) 是波纳佩东南海岸附近由 100 多个小岛组成的一系列小岛，由玄武岩和珊瑚巨石建造而成。这些小岛拥有建于公元 1200 年至 1500 年之间的石头宫殿、寺庙、坟墓和住宅区的遗迹。这些遗址代表了索德勒王朝的礼仪中心，这是太平洋岛屿文化的一个充满活力的时期。建筑规模之庞大、技术之复杂、巨石建筑之密集，经受着考验...,https://whc.unesco.org/en/list/1503,building,Micronesia (Federated States of)
蒙古 - 鄂尔浑河谷文化景观,47.4792140000,102.6784820000,"鄂尔浑河谷文化景观占地 121,967 公顷，涵盖鄂尔浑河两岸大片牧场，并包含众多可追溯到 6 世纪的考古遗迹。该遗址还包括哈和林，它是成吉思汗庞大帝国 13 世纪和 14 世纪的首都。总的来说，该遗址的遗迹反映了游牧、游牧社会及其行政和宗教中心之间的共生联系，以及鄂尔浑河谷的重要性。...",https://whc.unesco.org/en/list/1081,building,Mongolia
蒙古 - 蒙古阿尔泰山的岩画杂岩,48.7389500000,88.1496500000,"这三个遗址中发现的众多石刻和墓碑展示了蒙古一万二千年来的文化发展。最早的图像反映了一个时代（公元前 11,000 - 6,000 年），当时该地区部分森林覆盖，山谷为大型猎物的猎人提供了栖息地。后来的图像显示了畜牧业作为主要生活方式的转变。最新的图像显示了公元前一千年初期向依赖马匹的游牧生活方式的转变。...",https://whc.unesco.org/en/list/1382,building,Mongolia
蒙古 - 大不儿罕合勒敦山及其周围的神圣景观,48.7619777778,109.0093277778,该遗址位于该国东北部肯特山脉的中部，这里是广阔的中亚草原与西伯利亚针叶林的交汇处。不儿罕合勒敦与对圣山、河流和敖包（萨满岩石石标）的崇拜有关，其中的仪式融合了古代萨满教和佛教的习俗。该遗址也被认为是成吉思汗的出生和埋葬地。足以证明他的努力...,https://whc.unesco.org/en/list/1440,building,Mongolia
蒙古 - 鹿石纪念碑和相关青铜时代遗址,47.7427777777,101.2258333330,这些鹿石位于蒙古中部康爱岭的山坡上，用于仪式和丧葬活动。它们的历史可追溯至公元前约 1200 至 600 年，高达 4 米，以单块或成组的形式直接埋入地下，并且几乎总是位于包括称为 khirgisüürs 的大型墓葬和祭坛的建筑群中。鹿石上覆盖着高度风格化或代表性的雄鹿雕刻，是最重要的石刻。...,https://whc.unesco.org/en/list/1621,building,Mongolia
黑山 - 杜米托尔国家公园,43.1330000000,19.0166000000,这个令人惊叹的国家公园由冰川形成，河流和地下溪流穿过。塔拉河峡谷拥有欧洲最深的峡谷，沿着拥有欧洲最深峡谷的塔拉河峡谷，茂密的松林点缀着清澈的湖泊，孕育着种类繁多的特有植物。...,https://whc.unesco.org/en/list/100,nature,Montenegro
黑山 - 科托尔自然和文化历史区,42.4833300000,18.7000000000,在中世纪，这个位于黑山亚得里亚海沿岸的天然港口是一个重要的艺术和商业中心，拥有自己著名的砖石和图像学派。大量古迹（包括四座罗马式教堂和城墙）在 1979 年的地震中遭到严重损坏，但该镇已得到修复，这主要是在联合国教科文组织的帮助下。...,https://whc.unesco.org/en/list/125,building,Montenegro
